ulasan,label
Aplikasi belum siap. Malah bikin kerjaan tambah lama,1
"Udah tau lah yaaaaaaaaaaaaaa, kalo aplikasi buatan gov't kualitasnya kyk apa",1
"Proyek negara Apk Abal Abal, Apk Hyperlink, Gawe Ruwetttt, Buang2 Anggaran, 0 Fungsi, Ujung ujungnya Pake Gdrive.",1
"Buat samsung m71 kamera jadi gabisa fokus, padahal kamera biasa gak ada masalah. Ai server buruk",1
"Aplikasi untuk kepentingan negara, tapi masih banyak function dan flow yang masih di testing dan belum layak untuk dipakai serentak. Pemilu 2024 = Percobaan Sirekap. Thanks",1
"lagi2 aplikasi bodoh dan tidak siap untuk digunakan yg dibikin dari pajak masyarakat. untuk aplikasi : UI/UX yg tidak responsive dan lumayan sulit dimengerti. pada saat uji coba sampai H-2 saja banyak masalah, apalagi pada saat hari H pemilu dimana semua petugas KPPS yg bertugas menggunakan aplikasi tentu saja kebingungan, jadilah kami malah disuruh foto c hasil dan upload ke Gdrive 🤣 untuk dev : ga expect itu server bklan jeblok krn dipake seindo apa gimana sih?",1
Bad App,1
Aplikasi nyusahin orang,1
aplikasi buruk,1
"Untuk sekelas negara, sangat buruk.. padahal bisa jauh lebih baik! tolong aktifkan fitur akses gallery, aksesibilitas yang lebih baik dll",1
"programmer tolol, aplikasi belom siap tapi dirilis, anggaran gede tapi bikin aplikasi aja susah, dasar tolol. programmer pemerintah masa gabisa aplikasi yang proper untuk hal krusial kayak pemilu gini? emang programmer tolol.",1
"sempet terkagum dengan fitur auto detect halaman saat pengambilan gambar, tapi bukan itu yang penting. kalian suruh massa nunggu status verifikasi gambar yang kalian verif manual? mending dari awal dibikin input field semua contohnya kaya web app lapor spt. emang keliatan ruwet, pegel ngetik. tapi tidak membuat flow pendokumentasian perhitungan lama karna menunggu status verif dari admin. karna ujung2nya rata2 nilai scanning pemungutan suara tidak sesuai dengan gambar. plis perbaiki flow kalian",1
ngga banget,1
"Aplikasi belum siap!!!, mau mempermudah apa mau nyusahin?",1
This app is more dysfunction than my toxic marriage,1
"I just install the app, then it ask me to sign in, I don't even have account yet, there's no option for sign up",1
Kenapa tidak bisa pakai lampu flash? Ambil fotonya kan malam biasanya.,3
Overall pas hari H lumayan bagus. Tp perlu sangat ditingkatkan lagi kapasitas server dll,3
Jangan hanya mengandalkan kamera. tolong tambahkan fitur upload berkas tidak hanya melalui kamera tapi lewat file atau dokumen atau galeri.,3
Terrible app ever JANGAN KORUPSI MULU PAK BUK TOLONG SERVERNYA BENERIN 2 HARI LOH INI UPLOAD 3 LEMBAR GAADA BISA SCAN,1
"kalo kamu merasa TOLOL, tenang masih ada aplikasi SIREKAP yang lebih TOLOL",1
"Bikin aplikasi yang bener lah woi pemerintah, nyuruh upload berkas online tapi bikin aplikasi gak bener",1
Aplikasi prematur,1
"Nggak ada menu DAFTAR, lha gimana bisa masuk",1
"Aplikasi kalo mau rilis, dicoba dulu. Bukan pengguna yg dijadikan trial error. Paling buruk. Kaya ga niat buat apps",1
"app gagal, ujung ujungnya mah tidak dipakai saat pemilu, MEMALUKAN! . Anggaran banyak yang di tilep kayaknya. app kayak di buat oleh anak kuliahan.",1
Brobok,1
"Mubazir banget luwh, SINGENTOT...🗿🗿🗿 Cair kh boss...?",1
Aplikasi busuk duit negara kepake g guna proyek negara kaya kebuang sia - sia buat apa coba buat keliatan keren doang,1
"Aplikasi tolol hasil uang korup, nyusahin pihak kpps aja anjg",1
"brasa kena prank sama sirekap, kpu kyk lg uji nyali dg kekuatan servernya, smoga pemilu mendatang bisa lebih baik lg .. waktunya tidur",1
Malah ngerepoti,1
Pas saat pelaporan malah ga bisa di akses,1
ribet,1
Aplikasi sampah cuih,1
Aplikasi buruk gak niat,1
"KALO EMANG PAS DIPAKE BANYAK ORANG MASI NGELAG SERVERNYA MENDING GAUSA LAUNCH DAH INI APLIKASI, MALAH TAMBAH PUSING",1
BAPUK,1
"many bug, server not ready, so many times down ...",1
Bad application bad developer,1
"kalau emang belum siap sdigunakan mah jangan dipakasain, minimal kalau digunakan serentak 1 Indonesia terus eror ya ada solusinya apalagi untuk kepentingan sebesar ini. malah ngerepoti hesss jiaann",1
"Aplikasi cacat, anak SD yamg bikin",1
Aplikasi gajelas,1
Tidak ada menu lupa password,2
bobrok,1
Aplikasi Penyulit Hidup ☕,1
APLIKASI BOSOK RAK NIAT GAWE,1
Lol banget..dibawahnya diperketat utk meminimalisir kecurangan yg ternyata malah sangat merepotkan eh atasnya bobrok..tujuan yang aneh adanya aplikasi ini,1
Server jelek,1
"Sudah belajar susah2 malah ga bisa login2 di hari H, mau langsung difoto2 malah login timeout terus. Gak bener server & appnya ini.",1
Jeleeee bgt,1
Aplikasi serinh errornya harus login terus dan sesi expired sangat mepet,1
Jelek....,1
Tidak. Bisa di masuk aplikasi 😔,1
"Fungsi nya buat apa ini buat mempermudah atau mempersulit , server nya jelek banget ini lemot 👎👎👎👎👎👎👎",1
"Sangat susah dioperasikan, sulit mendeteksi image HD",1
Not helping,1
RUSAK !!,1
"Okay, sip",5
"PARAAHHHH, TUJUAN ADA SIREKAP BIAR MEMUDAHKAN PELAPORAN HASIL PEMILU. TAPI NYATANYA SAMPE HARI H MASIH EROR!! MEMPERLAMBAT PEKERJAAN AJA",1
Takes to long for relogin and uploading the data,1
Aplikasi belum siap gunakan malah buat trial di hari H 😂😂😂😂,1
Cacat,1
Gjlas appnya,1
Belajar lagi bikin aplikasi,1
beta app,1
"Aplikasi apa to ini, Digitalisasi yang sangat dipaksakan, aplikasi bukannya mempermudah malah mempersulit",1
Biasa aplikasi milik pemerintah pasti gini User banyak meledakkk,1
"Bagus, tapi mgkn utk pemilu nya 2029 disiapkan agar online semua.. verifikasinya gabungan No IMEI, SIM card, dan KTP, artinya 1 kesempatan memilih... jadi ga resiko ndobel.. atau minimal verifikasi itu untuk tiket masuk ke TPSnya, jadi ga salah-salah",3
Sampah,1
"aplikasi belum siap digunakan, untuk crud biasa saja seperti isi saksi selalu gagal dan logout otomatis, dari awal sudah optimis pasti bakal issue",1
Baddd appp,1
"Menurut saya sudah bagus tapi aga sedikit lemot, diperbaikin lg untuk yang kurang2 nya 😊",5
Logout muluu bro ini sudah mulai pemilu,1
Perlu banyak yang d benahi,1
Saksi aja gak bisa daftar aneh!,1
"SiRekap belom siap di gunakan ini , masa sampai hari H belom bisa di pakai ini pindah ke naisonal 1cajah di login id masih nasional 2",1
"Login nya kok direct link pake webview, lu yang bener aja kualitas programmer KPU kaya gini bikin apps. Ngapain bikin mobile apps kalo ujungnya ke website kpu juga? Ampoooon gw mah niat amat korupsi uang negara",1
Soŕri ye... but this app is useless. Klo aja ada review tanpa bintang saya kasih dah. Tetap semangat KPPS'ers,1
"please help , user session expired and cant register for saksi and other",2
Useless aps,1
Buruk burik...,1
Aplikasi dongo,1
"Aplikasi belum siap, digunakan pada event Nasional yang sangat penting, serius ya KPU RI mau pakai aplikasi ini??",1
Update terakhir bagus dan lancar. Bisa login. Moga besok lancar tanpa hambatan.,5
Parah gak bisa kerja ini aplikasi,1
Worst,1
"Aplikasi apa ini, mengecewakan",1
Nggak ada tulisan lupa password,1
"Ga ngerti lagi lah sama sistemnya, kacau",1
kalo bisa saya kasi Bintang 0 akan saya kasi bintang 0 sangat menyebalkan aplikasi ini,1
"selama buka aplikasi ini saya sambil hadehh hadeehh... soalnya di tempat saya sinyal sangat tidak memadai. jaringan seluler aja di pusat kotanya masih E, apalagi kampungnya, bahkan ga ada sinyal, ini cuma modal wifi lemott yang kalo beli kuotanya cukup mehong. mana aplikasinya update mulu, gaa jelas emang. coba dehh sebelum di fix in buat dipake pemilu, di bagusin terlebih dahulu.. dibuat sampe bener bener layak pakai.. sayang banget, padahal untuk segi kerja aplikasinya udah cukup bagus padahal",2
Sehabis update malah gak bisa masuk,1
Sering error,1
Loading nya lama saat kunci & membuat dokumen,4
Sebagai manusia sat set aku nggk kuat pake apk ini yg masyaallah leletnya,1
Nggak bisa reset waktu pemungutan,3
Aplikasi ga stabil,1
Buosok,1
Sudah submit tanggal pelaksanaan pemilu duluan gimana ini?masa di tanggal langsung ada perintah submit.. Mohon direset kembali..,1
"Mudah digunakan, efisien.. Jauh lebih baik dibanding sirekap versi pertama di pemilihan sebelumnya. Terimakasih team sirekap, semoga applikasinya lancar sampai hari H.",5
bisa submit nya ber jam2,1
"tolong dong ada support contact, ada fitur lupa password, g tau salah password apa emg sistemnya masih bug, tolong diperbaiki secepatnya, besok sudah hari pemilu!",1
Tidak bisa login menggunakan email padahal email dan password saya betul tapi tetap aja error,1
Ripuh ripuh,1
"You can this, Indonesia !!! Yuk Bisa Yuk !!! Semangat nya di MAKSIMALIN ... Bisa Pasti Bisa !!! ... Tim Software Development, You Better Kick It !!! It's Tomorrow ... Power Up !!! 😎😎😎😎😎",5
"Setelah update, Saya tidak bisa login. Padahal password dan username sudah benar.""error""",1
nge down terus,1
Nggak ada flash biar gampang curang wkwk,1
Aplikasi dong*,1
"angka hasil perhitungan gabisa diubah, cuma dikasih tanda kalo tidak sesuai padahal pemilu sebelumnya bisa diubah, mencurigakan bangett, kalo ga siap mending gausa pake sirekap dah",1
GABISA LOGIN LAGIIII gara-gara logout sendiri,1
"In the begining, user faced many difficulties to log in, afterwards, seems there is no way to update nor change the profile on "" kelola pps, saksi,dll"" it is really do frustrated. There should be a lot of efforts to fix this app to more before the D Day comes on Feb14.",1
"Kameranya nge-default 0.5 dan ga bisa disetting. Kalau seperti ini solusinya gimana? Kita diharapkan maksimal, eh apknya malah bercanda",1
"Maaf untuk siRekap sementara saya kasih bintang 1. Karena belum menemukan solusi. Menurut saya untuk simulasi ini jika profile nasional 1 sudah pernah digunakan untuk upolad, kalau mau upload lagi harus menggunakan profile nasional 2. Jika profile nasional 2 sudah di gunakan harus menggunakan profil nasional selanjutnya. Jadi jika mau di paksa upload lagi dalam satu profile tetep gak bisa. Mohon untuk bener2 di perbaiki aplikasinya karena hari tinggal 1 hari lagi.",1
aplikasi sampah,1
Tidak bisa memilih kamera mana yang mau dipakai. Dan tidak bisa mengatur fokus gambar & mengatur lampu flash,3
Isn't recommended. Server always errors and for camera not maximal,1
aplikasi lucu,1
"So useless, we're not ready for digitalitation bruh",1
Gak guna,1
"Untuk sekelas KPU app ini sangat sangat bad, tolonglah untuk kapasitas servernya ditingkatkan lagi,",1
"Tbh, this sucks 😾👎🏻👎🏻 how can How is it possible that an application belonging to the government still frequently errors while the election are nearby come by??",1
Masih nggak bisa pdahal udah H-2,1
Mohon kasih opsi upload file karena server sering overload,3
Aplikasi gajelas. Segini doang server negara wanokuni?,1
