ulasan,label
"Aplikasi dari 2019 sampe sekrang tidak ada perubahan, harusnya bisa ngakses foto yang ada di galeri juga, mohon ditingkatkan bukannya mempercepat malah memperlambat bolak balik harus memenuhi panggilan PPS Loading ngunci dokumen aja dari taanggal 15 sampe sekarang masih ada yang belum selesai juga",2
Asli menguji kesabaran. Masa tinggal buat foto daftar hadir sama tanda terima aja fotonya gabisa masuk. Padahal foto c-hasil langsung bisa dan terverifikasi. Kalau belum siap bikin apk mending gausah deh. Malah nyusahin aja,1
"Yth_ dev'apk & hukum yang berlaku,,, Saya ingin meminta tolong... Tolong kebijakan nya ...saya kehilangan data sirekap ((di versi 2.48/2.42 )) Setelah saya update ke versi 2.52 Tolong kebijakan nya untuk data saya ... Krn saya belum beres untuk rekapitulasi data tsb ... Jika anda baik tolong jawab ulasan ini #terimakasih",3
"Maksud nya gimana aplikasi ini mau dibuka kok terjadi kesalahan dalam penyiapan perangkat silahkan aktifkan kunci layar, menyesatkan...... Penasaran aplikasi dihapus, di download lagi tapi tetap nggak bisa di buka... Pokoknya aplikasi nggak bermutu.......",1
"sebenerE bagus,, sayang sistem untuk pengambilan/upload file sulit,terlalu rumit, seandainya untuk koreksi di sediakan file/salinan c hasil tersendiri yang ukuran bisa di jangkau untuk pengambilan gambar,lebih enak.. Dan aplikasi belum siap betul.. masih sering eror.",3
Sangat tidak memuaskan. Idenya sudah bagus tapi tidak didukung dengan kualitas sistem yang baik. Jauh2 hari mestinya ada test dulu agar pas digunakan disaat yang sangat penting bisa berjalan dengan lancar,1
"Aplikasi belum selayaknya dipergunakan, karena banyak sekali bug dan akses ke server yg melambat ketika di gunakan secara bersama/serentak sehingga sering kali terjadi kegagalan saat mengaksesnya atau bahkan tidak bisa digunakan. Kesiapan aplikasi untuk kegiatan pemilu dinilai gagal, padahal perhelatan pemilu hanya 5 tahun sekali. Persiapan 5 tahun untuk mengembangkan aplikasi kok gagal? Apakah tidak ada tim pengembang aplikasi yang profesional? Atau anggaran pengembangan aplikasi sangat minim?",1
"Aplikasi sering gangguan sampai sekarang cm 1 halaman yg terbaca, bukannya mempermudah malah mempersulit tolong di perbaiki sistemnya dan Tingkatkan lagi kami yg sirekap ini kewalahan masa harus ke PPK utk foto lagi.",1
"bukannya membantu perhitungan suara malah mempersulit dan memakan banyak waktu. belum lagi server ngedown,, tolong pihak KPU next lebih memperhatikan efisiensi kerja sirekap dan tolong bikin perhitungan suara dipermudah dengan adanya alat bantu seperti ini. terima kasih",1
Aplikasi nya sudah bagus tp mngkin keamanan data nya harus ditingkatkan lagi karena rawan dgn terjadinya double basis data dan saat pengupload foto cukup lama dan loading lama padahal sudah pakai wifi dan paketan internet.. mngkin utk mempermudah smoga bisa dibuat versi web nya.. maaf sblmnya dan terima kasih,1
"Aplikasi gagal yg di salahkan SDM nya, sbgai ptugas sirekap jujur saja kami kecewa. 1. kami tidak ada honor tambahan (hanya bantuan pembelian kuota data). 2. proses upload yg menyita waktu. 3. minimal kasih fitur flash. penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal. 4. di hari H aplikasi jg susah d akses server down (menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan). 5. ada fitur edit (HANYA berlaku untuk DPD & DPR, TIDAK BERLAKU untuk PPWP)",1
"Gini ni kalau aplikasi dadakan , nunggu sukses harus berhari hari , giliran gagal harus upload ulang ke tingkat kecamatan/ desa . Orang lain itu kerja juga , upload harus manual gabisa pakai data yang kemarin sudah terfoto . Sedih memang",1
"Aplikasi sampah. Ai di setting dan didesain utk Mendongkrak suara paslon 02. Jelas sekali ketika sudah dipindai dari angka 074 tiba² jadi 748, dari angka 082 jadi 882. Lucu nya Markup suara itu terjadi hanya pada paslon 02. Kpu bisa jelaskan ke publik bagaimana itu bisa terjadi????",1
bukanny membatu tapi menyusahkan. berbeda dengan 2019 kebnykan selsai jam 1 atau 2 malam. ini rata rata pagi ke siang pada selsainy. gra gra sirekap. seharusny selama 4 th developer melakukan analisa dan uji trial tes. masih banyak bug dimana mana. ada beberapa kasus tiba tiba data hilang kembali ke nol setelah tanggal 15 ny. kesannya sangat di paksakan. Mungkin untuk 5 th berikutny.sudh mulai di lakukan ujicoba dari skrng.,1
"Mohon maaf sebelumnya untuk pihak aplikasi dan pihak pengembang. Kalo bikin aplikasi tolong lah jgn setengah2, jgn tanggung, apalagi aplikasi untuk kepentingan negara. Semua pihak disuruh kerja maksimal, disuruh kerja cepat. Tapi dari pihak aplikasi sendiri tidak bagus, server tidak memadai bagaimana mau kerja maksimal kalo seperti itu terus. sekali lagi tolong buat pihak pengembang untuk server lebih ditingkatkan dan aplikasi jangan tanggung2. menyusahkan orang.",1
"Begitu sy membaca komentar para pengguna apl ini mmg ada rasa keraguan akan semua hal, namun bgtuu sy putuskan untuk coba sendiri. Oleh krn itu apabila bintang full sy buat dlm masa sebulan sekurang2 nya setelah apl ini sy download, maka itu artinya sy dan konsumen nya puas, ok termksh Nb: Aplikasi ini tdk tersedia untuk daftar baru, cuma akses login masuk yg sdh mendaftar.",1
"aplikasi sering error, masa biat upload C-Hasil saja harus nunggu 5 hari, itu pun masih salah datanya. lain kali kalau apk belum siap, jangan dipaksa dipakai. kami yang jadi kpps pusing tau, udah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh, jadinya kerja 2 kali kita. kenapa apk ini error? apakah anggarannya kurang?",1
"Aplikasi yg bikin ribet petugas kpps tahun 2024, aplikasi yg di gunakan input data negara kalau canggih sama apk bus simulator 😅😂. Tolong segera di perbaiki, agar pengguna sirekap tidak kerja berkali-kali karena gambar selalu pending dan gagal terbaca. Bila perlu pemilu yg akan datang nggak usah pake aplikasi yg beginian, bikin ribet aja. Intinya aplikasi SANGAT JELEK sekelas apk negara.",1
Tulisan angka sudah pas.. Tapi terbaca salah.. Tolong di perbaiki untuk pengambilan gambarnya.. Kinerja buruk.. Bukan mempercepat malah memperlambat pekarjaan..,1
"Apk belum siap,kesan nya memaksakan. sering mental, tiba2 keluar sendiri, Kualitas gambar sering buram, upload lama, saran saya lebih baik bisa ambil foto di galeri, karna untuk proses foto nya aja lama banget, apa lagi upload pdf.",1
"Tambahkan fitur foto dari gallery, tambahkan buat flash, kamera kualitas rendah, membaca angka juga susah, bisa nya minta maaf doang tapi gak memperbaiki yg lebih bagus",1
"Bingung sama apk ini Mau liat detail gambar yg difoto malah gagal di akses dibilang periksa koneksi internet Padahal saya pakai wifi dan saya coba buka Youtube kenceng gak ngelag Lain kali klo apk ini gak bisa membantu yudh jangan dipaksa kali Perbaiki masalah"" yg terjadi pada apk ini jangan asik update"" aja",1
Untuk kedepanya Kalo bisa yang diunggah pdf aja kalo foto satu satu malah lambat kecuali kita punya server yang oke..ini yang akses satu indonesia lo bukan satu kabupaten.,1
"Aplikasi yang error malah nyalahin kami selaku pengguna yang direkomendasikan untuk menggunakan nya, mikir komisaris perbaiki dulu akal baru bicara, coba kalian langsung kelapangan cek bagaimana susah nya kami selaku pengguna harus melakukan perekaoan data dengan aplikasi yang error ini, pekerjaan kami juga terhambat karena ngakalin masalah aplikasi ini",1
Verifikasinya terlalu lama menunggu jadi mempersulit. Sudah upload dari semalam berganti hari lagi tulisannya masih belum terverifikasi padahal memfoto sudah bener-bener jelas . Tolong percepat,1
"Camera jelek, tidak bisa scan dengan jelas. Kalo tau gini gausah pake aplikasi lah. Ini malah menyusahkan petugas, enak yg diatas tinggal nunggu data. Tapi kami yg bertugas sangat kacau, product gagal",1
"Setelah update versi terbaru malah gak bisa dibuka, autentikasi gagal. Gimana mau cpt selesai kalau sirekap aja gak bisa dibuka. Terus malah salahin kpps gak teliti pake si rekap. Parah sih",1
"Aplikasi yang sangat menyusahkan pas hari H server down tidak sempat memfoto dengan baik , al hasil setelah kotak suara sudah dikirm ke kecamatan membongkar lagi dikira sudah tidak terpakai aplikasinya.karena hari H down",1
"Sirekap bagi saya adalah produk gagal dari KPU. Aplikasi yg bukannya memudahkan tapi malah menyulitkan dan buang2 waktu saja. Data hasil bacanya juga sangat tidak sesuai dgn yg difoto, selain itu juga proses pengolahan datanya juga lama.",1
"Kalo kunci data pasti ngeload lama banget. Tolong lah diperbaiki sistemnya biar lancar saat kunci data, jadi cepat dapet chasilnya",2
"Aplikasi paling tolol, percuma bayar IT mahal mahal buat aplikasi gini gak becus, liat itu banyak sekali total perhitungan yang salah dan gak sesuai sama hasil akhir C1, harusnya tiap TPS maksimal 300-350 DPT koq sampe terbaca puluhan ribu, harusnya ada warning klo melebihi jumlah yg ditentukan gak sampe kacau seperti sekarang, 😡🤬🖕",1
"Harusnya Di Bimbingan Teknis Sudah Dijelaskan Input Sirekapnya. Agar Lebih Mudah Penggunaanya,aplikasi Wajib ditingkatkan secara menyeluruh agar mudah prosesnya",1
"Waktu pemilu down, lalu disuruh upload manual ke gdrive, setelah pemilu disuruh diprint semuanya (64 lembar) lalu difoto untuk diinput datanya ke sirekap. Sirekap aplikasi pintar memang, pinter ngerjain orang",1
"Harusnya sebelum di gunakan ya, di coba dulu ke akuratan dan kestabilannya..biar pas waktunya ke pake gak ada kendala...semoga kedepan lebih baik cepat, tepat akurat, mantaaap. Waktu pemumungutan suara sudh semakin dekat, tapi aplikasinya masih blom bisa di buka.",1
"Aplikasi ampas banyak bug, Server down mulu, foto c hasil udah di upload berminggu minggu ga kedetek dan ga bisa di ubah angkanya, bahkan ada beberapa yang ga ke upload pdhal di aplikasi tulisanya udah berhasil upload, Dana aja gede 2,8 Miliar bikin aplikasi gini kemana tuh lari uanganya",1
"Saat mau kunci data dan buat dokumen lama baget dari tanggal 15 februari2024 sampe saat ini 19 februari 2024 "" sedang membuat dokumen, harap tunggu sampai selesai "" udah 5 hari gak selesai selesai,, tolong perbaiki.",3
Aplikasi membunuh. Aplikasi belum sempurna udah louncing saja. Petugas kpps jadi sasaran. 1 bulan full disuruh mantengin terus ni aplikasi. Di tuduh curang hingga mau dibunuh. Jadi ini salah siapa,1
"Tolong utk kpu baiknya tidak dipakai skalian saja aplikasi ini,data tidak trbaca akurat, justru malah bisa jd indikasi kecurangan pemilu. Terimakasih.",1
"Jujur Aplikasi SIREKAP ini masih sangat banyak yang perlu diperbaiki, alangkah baiknya diperbaiki dulu sebelum di rilis , karena belum layak untuk dirilis , saran saja LBH baik gandeng tim atau perusahaan yg sudah berpengalaman untuk memperbaiki nya, mudah""n pemilu berikutnya layak untuk digunakan !",1
"Harus diperbaiki terus, update poto hasil pemungutan suara tps yang sudah terkunci harusnya bisa dibuka tetapi harus izin dari pps /ppk & panwas, dan juga pps / ppk tidak bisa merubah terjaga hasil nya",2
"Aplikasinya gimana sih ini. Udah berhasil upload, berhasil kunci data. Tapi kok di sistem pusat gak kebacaaaaaa 🤦. Mana udah gak bisa upload lagi",1
"Ada beberapa pengguna aplikasi ini yang tidak bisa mengunci dan membuat dokumen,, coba perbaiki lagi,supaya bisa mengunci dan mengunggah data dengan lancar",1
"Aplikasi sekelas nasional benar benar bikin susah. Pengguna si REKAP waktu upload saja susah 1x24 belom bisa, benar2 bikin emosi, kotak sudah dikirim semua sudah difoto masih muser2 terus, pas ketika bisa ada pemberitahuan foto kurang jelas, y ambyar masak harus buka kotak lagi ke kabupaten.🫣🫣🫣",1
"Masukan untuk KPU, lain kali klu mau buat aplikasi itu yang niat, harus nya aplikasi kaya gni harus udah ada Artificial Intelligence dan Big Data karena memuat semua data, sehingga mampu membaca foto yang sudah ke upload dan tidak perlu di edit kembali ketika verivikasi, justru itu yang membuat petugas kelelahan, udah capek sehari semalem, udah gtu harus fokus ngedit lg, klu gk siap dengan mengeluarkan dana banyak untuk membuat aplikasi yaaa gk usah pake aplikasi, mending manual sama link drive!",1
"Masih banyak kekurangan misal 1 C hasil di foto ulang maka harus 4 chasil di foto ulang juga, kan Trus pemproses data lambat banget Lalu GK bisa edit datq saksi/pps/dll,, pas buka apk harus login lagi,, GK ada profil pengguna kayak nama dan nik, nomor, lalu status aktif",2
Sampe sekarang aku masih di tagih file dari sirekap. Tapi sirekap nya yg gk bisa ngunci dan nyimpan dokumen saya 👎 kasih bintang satu buat penilaian niat nya doang bikin ni aplikasi,1
"Kapan ada update lagi ya si rekap ini, aku menanti update yang baru, karena aku kangen banget menggunakan aplikasi ini lagi, kapan ya update lagi ya, kapan yaa, udah tak tunggu tunggu update lagi biar bisa digunakan lagi. Aku dah kangen banget pingin pakai srekap lagi, aduh pokoknya kangen banget. Aplikasi yang bikin susah orang tidur, aplikasi yang bikin betah berlama lama di depan hape, pokoknya kangen banget pakai aplikasi ini lagi, sirekap oh sirekap, aplikasi yang tak pernah bosan.",2
"Untuk apk uang notabenya penting dan diwajibkan buat pemilu, dipakai sama banyak orang.. ini tergolong sangat² tidak kompeten... BUSUK, bukannya mempermudah malah mempersulittt",1
"Jangan salahkan si rekapnya, salahkan yang buat aplikasi, kenapa pada ppwp ga bisa di edit, di kira kpps yang curang, aneh bin ajaib😌, ga mau putaran ke dua, puteren dewe pakkk, sekian terimakasih",1
"Menurut saya aplikasi ini GK layak untuk di terbitkan , karena gak berguna. LOADING TERUS , LEMOT , GK bisa di pergunakan saat saat penting. Pokoknya aplikasi ini perlu harus banyak banyak di perbaiki. 🙅🙅🙅🙅🤦🤦🤦🤦🤦",1
"Sudah berapa x ada pemilu, masalah sirekap selalu sama, selalu over load, lemot, susah login. Pemerintah harusnya sudah mengatisipasi masalah ini, ini aplikasi seperti baru di kembangkan, waktu hari H kelabakan. Kita petugas KPPS sudah capek, ditambah aplikasi yg masalah, bikin emosi",1
"Aplikasi mempersulit kerja Belum layak dipakai, kamera tidak singkron dengan kamera utama Sara adakan foto manual yang bisa ambil dari galeri untuk mempermudah pekerjaan",2
"Aplikasi produk KPU ini, tidak layak untuk dijadikan alat bantu demokrasi di Indonesia, karena : 1. Sudah di setting untuk memenangkan salah satu paslon 2. Tidak bisa membaca angka digital dengan sempurna 3. Tidak bisa meng upload poto dari galeri HP Saya mohon kepada admin siRekap yg ada di KPU, buang aplikasi ini, ganti dengan yg lebih baik.",1
Mempersulit. Aplikasi nya terburu2 bgt dibuat untuk digunakan nyatanya jdi down server nya. Mana kamera nya gk bisa di fokuskan jdi ngeblur trus,1
"Buat apa sih app gini kl ngga bisa di gunakan untuk upload data (uji coba dan hari H), setiap upload data selalu loading lama 5 jam baru terupload mending pake manual aja kalau sudah selesai di hitung mending langsung di kirim kke PPK,jujur KPU kurang siap untuk mengeluarkan app ini,terakhir denger kabar app ini pernah di hack pas pemilu.",1
"Aplikasi mantap, menambah lama kerja anggota, server selalu sibuk. Padahal udah tau tgl 14 dipake seluruh Indonesia tapi malah selalu server bermasalah. Mantapp.",1
"untuk aplikasinya baguss semangat buat pengembang aplikasi ini, dan untuk kedepannya tolong di tingkatkan lagii fiturnya seperti bisa ngambil foto dari galeri supaya lebih cepet dan juga tolong pas Hari H ni aplikasii tolong servernya di banyakin lagi supaya tidak teejadi eror saat hari H tolong tingkatkan lagii semangat Dev:')",4
"saya ingin semua aplikasi KPU jgn kebanyakan, satu aplikasi saja. namanya Ya KPU. jadi rekapan hasil real count, median KPU serta informasi lain bisa dalam satu aplikasi.. kalau bisa disempurnakan biar makin keren",4
"Aplikasinya tidak layak di gunakan dan banyak hasil yg di input oleh kpps tidak sesuai, harusnya ada batasan maksimal pengimputan suaranya sesuai Dpt yg di tetapkan",1
"develover paling bodoh sedunia dan lembaga paling korupsi, masa sirekap 1 dan sirekap 2, datanya tidak singkron.... ngabisin anggaran aja, tidak ada perubahan sejak 5 tahun yang lalu, kami sebagai bangsa indonesia merasa dirugikan oleh develover Aplikasi ini, karena uang negara di habiskan untuk biaya aplikasi ini.",1
"Aplikasi gaje, nunggu verifikasi gambar bisa sampe 2 hari, pas ada kesalahan ya gimana c hasilnya udah di kecamatan.. buat aja pemilu jadi 3 hari kalau mau makai aplikasi gaje gini",1
Aplikasi tingkat nasional hasilnya receh. Hasil suara bisa pesanan. Moso kalah sama anak yg baru belajar coding. Habisin uang negara bikin aplikasi receh. Bikin rusuh,1
"Aplikasi cacat ..... ""Harap tunggu beberapa saat ????"" Udh 3 hari upload foto ga ada perkembangan. Saya selesai perhitungn manual jam 21.00 wib tp gegara aplikasi ini.... nginep d tps sampe subuh Sampe saat ini pun fto belum terunggah... Mnding gausah pake aplikasi",1
"Kualitas gambar kurang baik, pakai kamera biasa gambar jernih tapi pakai sirekap gambar buram. Tolong di tingkatkan kualitas gambarnya",3
"Bisa²nya orang ini di percaya bikin aplikasi, cuma nambah beban petugas doang Saya dari pagi sampe sekarang data sudah di kunci cuma tinggal pdf, dari pagi sampe sekarang jam 24.00 masih muter, poloooongo dia.",1
"Sudah berkali"" ulang ambil foto tetap gambar gagal dikenali. Terlalu ribet aplikasinya. Kenapa ga dibuat simpel aja Bapak ketua KPU RI yang terhormat. Contoh yg simpel bisa upload file pdf foto hasil dr C-pleno..",1
"Sangat² trouble system. Server Belum siap, di hari H sangat down dan tdk bsa beroperasi. Sesi habis sebelum 1 menit sdh auto logout. So bd",1
"Ya kali aplikasi ga bisa dipake, anggota KPPS nya yang disalahin. Dari awal bimtek pun aplikasi udah bermasalah, sampe gini hari pun ini aplikasi tetep buruk.",1
"Sekedar saran, sekiranya bisa bukalah sayembara untuk developer handal indonesia untuk pengembangannya, dan para bug hunter untuk pengujian sistem keamanan dan gunakan rakyat indonesia yg ingin berkontribusi untuk indonesia sebagai tolak ukur pengguna aplikasi...",2
Aplikasi gagal belum layak untuk digunakan...lain kalai kalau aplikasinya belum siap jangan di gunakan perbaiki dulu servernya biar bisa diakses seluruh Indonesia,1
Setelah update clear cache data malah tidak bisa login muncul sertifikat error... 😴. Kapok jadi IT apk eror truss bagian celup tinta ae enak gaji sama 😂,3
"Aplikasi nya bagus, tapi sudah lebih dari tiga hari dari pemilihan, aplikasi ini belum bisa di gunakan dengan baik, masih ada beberapa foto yg belum di verifikasi, jadi buat apa pake aplikasi kalo laporan dan hasil harus manual",2
"aplikasi ga layak digunakan, jatuhnya mempersulit pekerjaan ya bukan mempermudah. sebaiknya gunakan cara yg lebih efisien daripada menggunakan aplikasi ga jelas begini.",1
"Harus foto tegak lurus tapi tak ada garis bantu pemotretan apk sekelas nasional pun tak mampu memberikan jawaban permasalahan sirekap yang di alami pengguna, sedangkan permintaan pembaharuan terus menerus tapi tak mampu mengevaluasi apa yang menjadi kekurangan apk sirekap.",1
"Aplikasi gagal, kamera gak bisa fokus gak bisa upload dari galeri, sekali foto butuh proses 5 - 10 menit untuk proses, tiap 30 menit force close",1
"lelet, proses verifikasi sangat lambat, pengambilan gambar tidak tersimpan dalam file manajer, gagal membaca nomor, tidak tersedia menu edit pada kolom waktu penghitungan.",1
"Apk yang sangat mudah, Sangat mudah di uninstall & tdk usah digunakan selamanya. RIBET & LEMOT. BINTANG SETENGAH SAJA KALO ADA.",1
"Update versi 2.4 mantab,..ringan, tapi proses konversi pdfnya luamaaa...sudah 2 hari loading proses terusssss, belum berhasil membuat dokumen file pdf.",3
"""Saya sangat kecewa dengan APK Si Rekap. Setelah menggunakan aplikasi ini untuk merekap data selama beberapa waktu, saya menemukan bahwa hasilnya tidak konsisten dan rentan terhadap manipulasi. Apk sampah kurang dana seperti nyaa",1
Sekelas nasional pakai aplikasi bobrok. Ngeliat aplikasi ini rasanya Malu. Begitu banyak pakar-pakar IT diindonesia tapi kok gk pernah dilibatkan? Inilah cerminan indonesia. Ataukah ada maksud tertentu? Sangat-sangat memal🤮🤮,1
"Jika sudah upload kemarin dan sudah terkirim, kemudian sistem mendeteksi angka. Lalu dihari ini sistem gagal mendeteksi angka, dan harus foto ulang(Plano sudah dikumpulkan), bagaimana solusinya?",3
"Aplikasi yang Tidak boleh ada di Indonesia ini, bapak/ibu/kak, kalau belum full service jangan dipake lah, kasian orang² nunggu hasil yang jujur, dan tidak di utak Atik oleh pusat.. Kita harus adil jangan Berat ke sebelah pihat dong",1
"aplikasi paling buruk... kalah sama aplikasi pijat online. pembuatnya tidak menguasai skrip android. tapi pakai webpage, programmer paling paraaaah. aplikasi web diimplementasikan ke android. buuuruk",1
"Tiba2 suruh login.. masukin email dan password.. lah daftarnya aja blm, dan ga ada pilihan daftar.. kek mana cara masuknya..?",1
"Mohon jadi evaluasi bagi vendor aplikasi ini. Karena aplikasinya lemot, sering error, loading lama, salah membaca data. Memperlambat kinerja petugas kpps.",2
Kalo belom siap buat bikin aplikasi tuh g usah dilaunchingin.aplikasi sekelas national kok g layak buat digunain upload gambar aj mental² terus mana dh diuber² buat kerjain. tapi giliran bisa hasil yg kebaca sama difoto beda aj pakai jauh.😭😭😭,1
"Kabarnya tidak ada tender terbuka. Tidak ada uji publik. IP address, server tidak berada di Indonesia. Banyak backdoor. Tidak user friendly. Banyak BUG. Dst.. Dst...",1
"Sekelas instalasi nasional. Kebanyakan gaya, pakai aplikasi yg smart taunya gak smart. Bikin aplikasi biasa aja pak yg penting mudah di akses",1
"setelah terinstal aplikasi kok gak bisa dibuka malah keluar tulisan "" terjadi kesalahan perangkat : silahkan mengaktifkan kunci layar untuk mengunakan aplikasi """,1
Aplikasi nya lama memproses gambar klau kita foto secara online....harus nya bisa di perbaiki masalah ini secepat nya..,2
"cara buka aplikasinya gimana yaa?? udah download tapi ga bisa masuk, cuma ada menu masuk, tapi ga bisa masuk2, tidak ada menu daftar juga",1
Sbagus apapun kamera hp Hasil photo tetep buram..log out sendiri.. Buat fokus gambar pun tak ada.. Aplikasi cuma buat kisruh 1 negara Apa ini tujuan aplikasi ini di buat..,1
"Aplikasnya belum sempurna. Untuk sesi login dibatasi tapi tidak ada pilihan re-login tau menu logout guna login ulang. Sehingga untuk upload data online tidak bisa dilakukan, sedangkan untuk upload data secara offline kemungkinan data tidak akan terdeteksi. Harapannya untuk developer bisa segera benahi aplikasinya. Kesimpulannya, aplikasi ini bisa disebut aplikasi demo saja atau masih seri beta. Belum final. Terima kasih",1
"Aplikasi saya kenapa ya tidak bisa login. Padahal username dan sandi sudah betul. Tapi, tidak bisa login. Kendala saya, saya pernah login aplikasi sirekapnya di Hp teman saya.",3
"Mohon ditambahkan beberapa menu mode kamera yg akan digunakan, beberapa kamera HP auto mode 0,5 tidak bisa dirubah ke mode normal/optimal ... sehingga banyak masalah gambar tidak terfoto dengan jelas... ketika uji coba upload foto yang ada log-out log-in sendiri.. alhasil beberapa kali ganti password.. dan bahkan banyak yang fotonya tidak terkirim dan itu sangat-sangat menghambat proses pengiriman foto siRekap.",1
"Aplikasi sangat tidak layak digunakan, tidak akan mempercepat tapi malah mempersulit mohon disempurnakan lagi, sangat banyak kekurangan: 1. Pada saat hp posisi online di aplikasi terdeteksi offline 2. Saat unggah foto aplikasi tidak benar "" Bisa membaca angka di c. Plano 3. Unggah foto pada menu DPR waktunya sangat lama Dll.....!!!!! Masih banyak kekurangan ! !!!!!!",1
"Pemungutan suara selesai 16 jam, tapi Sirekap 3 hari tidak selesai. Lebih baik Pemilu tanpa sirekap. Sirekap tidak bisa meminimalisir kesalahan menginput data.",1
"Kualitas gambar untuk foto simulasi burem ga jelas, dlm aplikasi ga ada fitur buat fokusin camera, jadi banyak bgt kesalahan baca data dan ada beberapa bug juga untuk kunci data & buat dokumen pdf loadingnya lama banget, bahkan ada yang ga bisa sampai berhari2 mungkin itu bug tolong diperbaiki, pemilu tinggal berapa hari lagi.. ini aplikasi bisa dibilang belum berfungsi secara optimal!",1
"Aplikasinya terlalu banyak manual, bukan mempermudah tpi memperlama, penjumlahan masih manual tidak otomatis, jika terjadi ketidak sesuaian suara hanya diberi tanda saja dan tidak bisa mengubah angka yang sebenarnya.ketika kirim foto mental, ketika foto C hasil meskipun buram tapi tetap lolos verifikasi, tidak bisa hapus foto dan edit jumlah suara sebelum mengunci dokumen. Ketika login sulit. Ketika mau kirim pdf ke saksi/pengawas mental lagi, Kalau belum siap jangan dipaksakan",1
"Segera perbaiki menu detail pemilihan, sebab gagal lakukan koreksi hasil pengambilan foto form C, periksa form C Hasil, dalam jendela periksa kesesuaian data, hanya bisa kasih x (cross) tidak sesuai, tp jumlah yg perlu dikoreksi tidak muncul editable box nya. Terima kasih.",1
Untuk aplikasi sekelas nasional ini benar benar jelek. Unggah gambar susah dibuat mode pesawat bisa tapi harus masukkan angka secara manual. Belum lagi untuk membuat dokumen pdf nya lama mulai sore sampai pagi tetap tidak bisa dibuat. Untuk tim pembuat aplikasi kalau ada komen komen gini tolong dibaca dan diperbaiki karena yang memakai aplikasi ini kan kpps untuk kelancaran pemilu juga. Besok yang buat lama bukan penghitungan suara tapi sirekap bermasalah. Bukan mempermudah jadi mempersulit,1
"Bukannya mempermudah, malah mempersulit. Login error, susah, lama. Kualitas upolad gambar jelek, tulisan bagus malah tidak terbaca, verifikasi gambar juga lama, membuat berkas ke pdf juga lama. Tolong segera diperbaiki jika memang berniat mempermudah !!",1
"Aplikasi belum layak untuk dioperasikan 1.bisa dilihat dari komenan kawan2,pas unggah selalu logout sendiri. 2.kualitas gambar,bukan kesalah spek android,camera saat poto biasa jernih dan fokus,diaplikasi ini hasil poto buram dan tidak dapat difokuskan secara manual,mungkin mengingat kualitas gambar HD memakan penyimpanan besar mungkin,tapi ini kualitasnya buram,terlalu kecil,tolong perbaiki secepatnya,!!!",1
"Mohon dibenahi kembali, tulisan X kadang sering terbaca jadi 8, Hati-hati buat kawan si rekap walau tulisan sudah hijau itu belum tentu data sama dengan yg sudah difoto. Semoga secepatnya si rekap ini berfungsi dengan semestinya pada hari H nanti dan mempermudah merekap data selayaknya.",2
Berdasarkan hasil pengalaman simulasi banyak sekali kendala dari sistem nya awalnya pengiriman foto kadang berhasil terkirim tapi proses nya ngak bisa padahal kualitas fotonya menurut kita liat sudah sangat memadai . Foto DPR yg saya tes satu yg terverifikasi ngak bisa kita coba lanjut untuk mengunci dan pdfkan karena tidak selesai semuanya ... Sudah berulang kali di coba tetap ngak bisa di proses,1
"Aplikasi di bwt untuk formalitas aja, mangkanya tiap kali di perbarui aplikasinya, gak ada peningkatan kualitas baik aplikasinya yg kurang stabil maupun server yg di gunakan. Sehingga pas waktu pencatatan hasil pemilu melalui aplikasi seringkali terjadi error.",1
"Sedikit saran ttg aplikasi ini, aplikasi ini agar bisa mengakses kamera utama supaya gambar yg di ambil lebih tajam hasilnya, karna selama uji coba kemarin gambar yg di ambil rata"" blur walaupun pencahayaannya cukup, padahal banyak teman"" sirekap punya device yg lumayan bagus dr segi kamera. Hasil gambar itu jg sangat mempengaruhi saat upload gambar yg sering gagal/tidak terbaca oleh sistem, Mohon untuk diperbaiki atau ditingkatkan. Terima kasih.",2
"Sering sekali app log out sendiri, hasil gambar jika memang kurang jelas mohon ada peringatannya jadi bisa difoto ulang mengingat fotonya jg tdk bisa diambil dari galeri. Tulisan yg tdk terbaca mohon diberi peringatan jg, karena jika meng klik detail sering terjadi problem shg membuat sulit petugas :(( mohon diperbaiki lagi🙏",1
"Mempersulit, sepertinya apk nya belom layak digunakan. Angka yg terfoto dengan yg terbaca tidak sesuai,kadang juga tidak terbaca. Bisa di edit jatuhnya nyalin hasil. Mohon di tingkatkan terimakasih.",1
Setelah update ke 2.32 tidak bisa login. Loading nya lama. Padahal pakai ram 8gb. Internal juga masih banyak penyimpanannya. Mohon tingkatkan lagi untuk kualitas fotonya. Sangat beda jauh hasil dr kamera langsung sama dr aplikasi si rekap. Sehingga sangat susah untuk membaca batas / garis / april textnya walaupun pencahayaan sudah cukup bagus.,1
